,followers_count,friends_count,favourites_count,listed_count,is_verified,user_age,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate
334,12335,475,17203,163,1,4317,2.857308316,0.110030114,3.984943248,0.037757702
335,8323,1523,1604,324,1,4392,1.89503643,0.346766849,0.365209472,0.073770492
336,73862,852,26447,1924,1,4189,17.63237049,0.203389831,6.313439962,0.459298162
337,59489,3679,15067,688,1,3725,15.97020134,0.987651007,4.044832215,0.184697987
338,10806,3119,2964,363,1,4556,2.371817384,0.684591747,0.650570676,0.079675154
339,102263,2907,2451,2151,1,4543,22.51001541,0.639885538,0.539511336,0.473475677
340,27239,2894,123122,155,1,3297,8.261753109,0.877767668,37.34364574,0.047012436
341,26440,4059,2073,492,1,4371,6.048959048,0.928620453,0.474262183,0.112560055
342,6682,748,2373,116,1,2902,2.302549966,0.257753274,0.817711923,0.039972433
343,255964,1737,4309,5311,1,4429,57.79272974,0.392187853,0.972905848,1.199142019
344,30869,2033,1261,414,1,4092,7.543743891,0.496823069,0.308162268,0.101173021
345,4908,1233,1331,88,1,3521,1.393922181,0.350184607,0.378017609,0.0249929
346,69475,884,11495,398,1,4399,15.79336213,0.200954762,2.613093885,0.090475108
347,4891,1100,2920,133,1,3205,1.526053042,0.343213729,0.911076443,0.04149766
348,12139,1983,12274,159,1,3149,3.854874563,0.629723722,3.897745316,0.05049222
349,15203,2726,19796,202,1,3521,4.317807441,0.774211872,5.622266402,0.057370065
350,402790,4841,9899,5649,1,4403,91.48080854,1.099477629,2.248239836,1.282988871
351,27627,1537,5951,263,1,3599,7.676298972,0.427063073,1.653514865,0.073075854
352,3897,796,5178,46,1,3704,1.052105832,0.214902808,1.397948164,0.012419006
353,5642,740,840,332,1,5115,1.103030303,0.144672532,0.164222874,0.064907136
354,35250,935,1061,1467,1,4411,7.991385173,0.211970075,0.240535026,0.332577647
355,6773,926,3110,192,1,3014,2.247179827,0.307232913,1.03185136,0.063702721
356,32789,1842,5957,656,1,3049,10.75401771,0.604132502,1.95375533,0.215152509
357,8204,5757,13046,340,1,4520,1.815044248,1.273672566,2.886283186,0.075221239
358,2822,3270,104,86,1,4192,0.673187023,0.780057252,0.02480916,0.020515267
359,44713,528,12021,389,1,4326,10.3358761,0.122052705,2.778779473,0.089921405
360,3086,926,12551,13,1,3101,0.995162851,0.298613351,4.047404063,0.004192196
361,2259,60,527,89,1,2568,0.879672897,0.023364486,0.205218069,0.034657321
362,103532,1927,14443,3147,1,4612,22.44839549,0.41782307,3.131613183,0.68235039
363,114768,794,18682,956,1,4361,26.31689979,0.182068333,4.283879844,0.219215776
364,96462,2001,4697,2296,1,4402,21.91322126,0.454566106,1.067014993,0.5215811
365,4187,479,1565,88,1,3312,1.264190821,0.144625604,0.472524155,0.026570048
366,2162,2097,1496,111,1,4556,0.474539069,0.460272169,0.328358209,0.024363477
367,10292,313,7017,113,1,3042,3.38330046,0.102892834,2.306706114,0.037146614
368,7118,1403,9100,161,1,4416,1.611865942,0.317708333,2.060688406,0.036458333
369,99240,2510,5792,538,1,4986,19.90373045,0.503409547,1.161652627,0.107902126
370,29509,5448,14633,1077,1,4918,6.000203335,1.107767385,2.975396503,0.21899146
371,5627,1700,1906,233,1,3059,1.839490029,0.555737169,0.623079438,0.076168683
372,3736,2563,2233,240,1,4500,0.830222222,0.569555556,0.496222222,0.053333333
373,58934,3148,2141,1106,1,4251,13.86356151,0.74053164,0.503646201,0.260174077
374,17286,242,3086,177,1,3781,4.5718064,0.064004232,0.816186194,0.046813012
375,15875,3281,25648,603,1,4430,3.583521445,0.740632054,5.789616253,0.136117381
376,10669,3025,7474,214,1,3463,3.08085475,0.873520069,2.158244297,0.061796131
377,7396,2836,9184,313,1,4761,1.553455156,0.595673178,1.929006511,0.065742491
378,12097,1495,1226,258,1,3582,3.377163596,0.417364601,0.34226689,0.072026801
379,18046,1852,2400,586,1,4449,4.056192403,0.41627332,0.539447067,0.131714992
380,6605,177,2716,122,1,4304,1.534618959,0.041124535,0.631040892,0.028345725
381,612196,312,1249,1434,1,3784,161.7854123,0.082452431,0.330073996,0.378964059
382,80162,1990,9483,562,1,4329,18.51744052,0.45969046,2.190575191,0.12982213
383,12276,477,9385,334,1,4272,2.873595506,0.111657303,2.196863296,0.078183521
384,50170,2925,61961,1118,1,3594,13.95937674,0.813856427,17.24012243,0.311074012
385,39386,2138,122324,769,1,4141,9.511229172,0.516300411,29.5397247,0.185703936
386,4206,437,1708,40,1,3693,1.138911454,0.118331979,0.462496615,0.010831302
387,35278,694,25462,426,1,4445,7.93655793,0.156130484,5.728233971,0.09583802
388,2612,3342,1347,53,1,3189,0.819065538,1.047977422,0.422389464,0.01661963
389,131331,624,2415,587,1,4522,29.04268023,0.137992039,0.534055728,0.129809819
390,2224,1830,3220,63,1,4360,0.510091743,0.419724771,0.73853211,0.014449541
391,3308,253,3774,107,1,4364,0.758020165,0.057974335,0.864802933,0.02451879
392,25547,592,17144,489,1,4168,6.129318618,0.142034549,4.113243762,0.117322457
393,100278,709,4171,247,1,4407,22.75425459,0.160880418,0.946448831,0.056047198
394,70332,672,1516,692,1,4306,16.33348816,0.15606131,0.352066883,0.160705992
395,135737,893,17080,686,1,4314,31.46430227,0.207000464,3.959202596,0.159017153
396,9241,951,6234,397,1,4411,2.094989798,0.21559737,1.413284969,0.090002267
397,1054,1042,7567,48,1,3689,0.285714286,0.282461372,2.051233397,0.013011656
398,19552,2705,1095,98,1,2470,7.915789474,1.0951417,0.443319838,0.039676113
399,154472,428,35058,831,1,3792,40.73628692,0.112869198,9.245253165,0.21914557
400,19860,4605,7856,828,1,4299,4.619678995,1.071179344,1.827401721,0.192602931
401,1312,2851,8016,44,1,3780,0.347089947,0.754232804,2.120634921,0.011640212
402,138521,194,1906,668,1,4695,29.50394036,0.041320554,0.405963791,0.14227902
403,436845,92568,61705,3527,1,4740,92.16139241,19.52911392,13.01793249,0.744092827
404,17667,515,15182,70,1,2383,7.413764163,0.216114142,6.370960974,0.029374738
405,19339,51,2262,181,1,1335,14.48614232,0.038202247,1.694382022,0.135580524
406,36040,3060,281,1654,1,4802,7.505206164,0.637234486,0.058517284,0.344439817
407,30439,664,11982,315,1,3723,8.175933387,0.178350792,3.21837228,0.084609186
408,18334,268,10057,120,1,3704,4.949784017,0.072354212,2.715172786,0.032397408
409,4470,273,239,185,1,3630,1.231404959,0.075206612,0.06584022,0.050964187
410,333862,4412,2526,2152,1,4437,75.24498535,0.994365562,0.569303584,0.485012396
411,43659,1855,52611,1170,1,4514,9.671909615,0.410943731,11.65507311,0.25919362
412,130762,446,6518,2130,1,3878,33.71892728,0.115007736,1.68076328,0.549252192
413,22599,140,1071,125,1,4549,4.967905034,0.030775995,0.23543636,0.027478567
414,3363,936,91552,62,1,4493,0.748497663,0.20832406,20.3765858,0.013799243
415,9448,1948,18037,269,1,3076,3.071521456,0.633289987,5.863784135,0.087451235
416,4300,1293,930,83,1,3721,1.155603332,0.347487235,0.249932814,0.022305832
417,6688,1041,2946,223,1,4262,1.56921633,0.244251525,0.691224777,0.052322853
418,3618,1698,2313,171,1,3950,0.915949367,0.429873418,0.58556962,0.043291139
419,18104,1090,5174,148,1,4158,4.354016354,0.262145262,1.244348244,0.035594036
420,11065,1336,4570,352,1,3022,3.661482462,0.44209133,1.512243547,0.116479153
421,3240,1118,1221,70,1,1988,1.629778672,0.562374245,0.614185111,0.035211268
422,4247,571,422,206,1,4438,0.956962596,0.128661559,0.095087877,0.046417305
423,102741,1505,84646,2500,1,4319,23.7881454,0.348460292,19.59851818,0.578837694
424,12142,274,60797,297,1,3070,3.95504886,0.089250814,19.80358306,0.096742671
425,648,2096,5466,7,1,1605,0.403738318,1.305919003,3.405607477,0.004361371
426,14690,1710,12405,291,1,3563,4.122930115,0.479932641,3.481616615,0.081672748
427,4890,136,1762,90,1,3704,1.320194384,0.036717063,0.475701944,0.024298056
428,12757,5113,49160,227,1,4194,3.041726276,1.219122556,11.72150691,0.05412494
429,3858,1463,43275,176,1,5005,0.770829171,0.292307692,8.646353646,0.035164835
430,49941,2099,117771,949,1,4728,10.56281726,0.443950931,24.90926396,0.20071912
431,71562,916,336,1959,1,4225,16.93775148,0.216804734,0.079526627,0.463668639
432,17201,4777,8255,465,1,4387,3.920902667,1.08889902,1.88169592,0.105994985
433,4744,1743,0,211,1,3366,1.409387998,0.517825312,0.0,0.06268568
434,5795,2009,24717,248,1,4372,1.325480329,0.459515096,5.65347667,0.056724611
435,7174,623,5278,232,1,5086,1.410538734,0.122493118,1.037750688,0.045615415
436,41425,2855,8900,898,1,4438,9.334159531,0.643307796,2.005407841,0.202343398
437,13453,6038,8928,432,1,3860,3.485233161,1.564248705,2.312953368,0.111917098
438,35807,976,20740,394,1,4779,7.492571668,0.204226826,4.339820046,0.082444026
439,9683,3198,3620,248,1,3404,2.844594595,0.939482961,1.063454759,0.072855464
440,14476,3235,35964,377,1,4507,3.211892611,0.717772354,7.979587309,0.083647659
441,2535,2418,13262,89,1,3785,0.669749009,0.638837517,3.503830911,0.023513871
442,96096,494,10885,2219,1,4001,24.0179955,0.123469133,2.720569858,0.554611347
443,35902,1119,20104,676,1,4099,8.758721639,0.272993413,4.904610881,0.164918273
444,9362,4663,81798,235,1,4390,2.132574032,1.062186788,18.63280182,0.053530752
445,13519,4978,5034,327,1,3858,3.504147227,1.290305858,1.304821151,0.084758942
446,16260,1070,1135,57,1,3333,4.878487849,0.321032103,0.340534053,0.01710171
447,18849,494,146,750,1,3026,6.229015202,0.163251818,0.048248513,0.24785195
448,2956,1003,17042,60,1,2457,1.203093203,0.408221408,6.936100936,0.024420024
449,14690,1034,3213,383,1,4426,3.319023949,0.233619521,0.725937641,0.086534117
450,24440,660,59997,449,1,3329,7.341544007,0.198257735,18.02252929,0.134875338
451,8022,3641,4314,102,1,3475,2.308489209,1.047769784,1.241438849,0.029352518
452,4811,261,547,208,1,4240,1.134669811,0.061556604,0.129009434,0.049056604
453,6662,812,10778,56,1,3463,1.923765521,0.234478776,3.112330349,0.01617095
454,8999,1367,11023,64,1,4134,2.176826318,0.330672472,2.66642477,0.015481374
455,4079,768,642,66,1,4053,1.006415001,0.189489267,0.158401184,0.016284234
456,30986,1728,1454,1119,1,4397,7.047077553,0.392995224,0.330680009,0.254491699
457,4062,909,1693,212,1,3570,1.137815126,0.254621849,0.474229692,0.059383754
458,23898,457,14326,296,1,2678,8.923823749,0.170649739,5.349514563,0.110530246
459,148706,1527,8769,1510,1,4379,33.95889472,0.348709751,2.002511989,0.344827586
460,12437,4885,6008,272,1,4312,2.884276438,1.132884972,1.393320965,0.063079777
461,3713,583,10726,105,1,3323,1.117363828,0.175443876,3.227806199,0.031597954
462,2623,230,168,96,1,3570,0.734733894,0.06442577,0.047058824,0.026890756
463,9409,3659,2733,255,1,4404,2.136466848,0.830835604,0.620572207,0.057901907
464,8911,1465,8942,102,1,4389,2.03030303,0.333789018,2.037366143,0.023239918
465,3910,1678,2106,142,1,4371,0.894532144,0.383893846,0.481811942,0.032486845
466,184730,1845,1155,1996,1,4424,41.75632911,0.4170434,0.261075949,0.451175407
467,10024,997,5133,487,1,4618,2.170636639,0.215894327,1.111520139,0.105456908
468,1880,1396,4079,87,1,5092,0.369206599,0.274155538,0.801060487,0.017085625
469,7798,974,5701,206,1,3638,2.143485432,0.267729522,1.567069819,0.056624519
470,13680,12134,20676,628,1,4627,2.956559326,2.622433542,4.468554139,0.135725092
471,1964,470,3562,91,1,3940,0.498477157,0.11928934,0.904060914,0.023096447
472,2664,1021,11760,128,1,3794,0.702161307,0.26910912,3.099630996,0.03373748
473,39388,1286,34866,283,1,3424,11.50350467,0.375584112,10.1828271,0.082651869
474,2277,876,1003,125,1,4094,0.556179775,0.213971666,0.244992672,0.030532487
475,173726,449,200,955,1,4085,42.52778458,0.109914321,0.048959608,0.23378213
476,94489,999,297,1351,1,3326,28.40920024,0.300360794,0.089296452,0.406193626
477,15655,4079,2372,400,1,4383,3.571754506,0.930641113,0.541181839,0.091261693
478,1660,510,1552,75,1,2017,0.823004462,0.252850768,0.769459593,0.037183937
479,8385,1525,14713,284,1,4664,1.797813036,0.326972556,3.154588336,0.060891938
480,63310,609,10329,892,1,4410,14.35600907,0.138095238,2.342176871,0.202267574
481,268377,47683,58152,281,1,2864,93.70705307,16.64909218,20.30446927,0.098114525
482,744664,1443,380,2652,1,4454,167.1899416,0.323978446,0.085316569,0.595419847
483,24844,23738,3564,296,1,3457,7.186577958,6.866647382,1.030951692,0.085623373
484,3165,2823,14966,127,1,4373,0.723759433,0.645552252,3.422364509,0.029041848
485,11793,1436,46907,130,1,3071,3.840117226,0.46760013,15.27417779,0.042331488
486,16650943,1127,1235,112295,1,5126,3248.330667,0.21985954,0.240928599,21.90694499
487,36876,1384,20312,621,1,4438,8.309148265,0.311852186,4.576836413,0.139927895
488,1330,722,2385,35,1,3122,0.426008969,0.231262012,0.763933376,0.011210762
489,88814,107,1108,930,1,3620,24.53425414,0.029558011,0.306077348,0.256906077
490,5061,110,1800,96,1,3754,1.348161961,0.029302078,0.479488546,0.025572722
491,534,326,6600,15,1,1690,0.315976331,0.192899408,3.905325444,0.00887574
492,2139554,1061,21,13312,1,3850,555.7283117,0.275584416,0.005454545,3.457662338
493,5973,685,4765,158,1,4375,1.365257143,0.156571429,1.089142857,0.036114286
494,4629,230,1436,78,1,4175,1.108742515,0.05508982,0.343952096,0.018682635
495,14409,1879,4651,359,1,4411,3.266606212,0.425980503,1.054409431,0.08138744
496,191069,1043,18065,4986,1,4456,42.8790395,0.234066427,4.054084381,1.118940754
497,4226,2067,9170,184,1,3000,1.408666667,0.689,3.056666667,0.061333333
498,10790,4397,4527,562,1,4721,2.285532726,0.931370472,0.958907011,0.119042576
499,4719,1215,3567,221,1,4520,1.044026549,0.26880531,0.789159292,0.048893805
500,93947,2806,1810,2578,1,4065,23.11119311,0.690282903,0.445264453,0.634194342
501,4740,3586,31695,129,1,4609,1.028422651,0.778042959,6.876762855,0.027988718
502,15578,568,11748,119,1,3611,4.314040432,0.157297148,3.253392412,0.03295486
503,1348,448,1467,70,1,4198,0.321105288,0.106717485,0.34945212,0.016674607
504,1523,466,67,35,1,2975,0.511932773,0.156638655,0.022521008,0.011764706
505,867,937,9465,26,1,2638,0.328658074,0.355193328,3.587945413,0.009855951
506,61644,811,2907,1542,1,4402,14.00363471,0.184234439,0.660381645,0.35029532
507,79378,1873,13378,2695,1,4627,17.15539226,0.404797925,2.891290253,0.582450832
508,6484,1519,7266,170,1,4697,1.38045561,0.323397914,1.546944858,0.036193315
509,10089,3329,24201,303,1,4550,2.217362637,0.731648352,5.318901099,0.066593407
510,3360,941,354,223,1,4313,0.779040111,0.218177603,0.08207744,0.05170415
511,47372,22593,12468,4370,1,5263,9.000950029,4.292798784,2.36899107,0.83032491
512,4878,1847,11568,207,1,2700,1.806666667,0.684074074,4.284444444,0.076666667
513,4600,1081,797,67,1,3432,1.34032634,0.31497669,0.232226107,0.019522145
514,90782,242,15077,609,1,4263,21.29533193,0.056767535,3.536711236,0.142857143
515,1519919,1209,2800,11866,1,5129,296.3382726,0.235718464,0.545915383,2.313511406
516,36893,1180,10007,786,1,2903,12.70857733,0.406476059,3.447123665,0.270754392
517,9741,1983,5925,128,1,3575,2.724755245,0.554685315,1.657342657,0.035804196
518,3237,1637,26509,71,1,4325,0.748439306,0.37849711,6.129248555,0.016416185
519,54411,290,2343,462,1,2874,18.93215031,0.100904662,0.815240084,0.160751566
520,17199,2703,53225,229,1,4401,3.90797546,0.614178596,12.09384231,0.052033629
521,1964179,11194,4176,17833,1,4416,444.7869112,2.534873188,0.945652174,4.038269928
522,2572,152,558,42,1,3714,0.692514809,0.040926225,0.150242326,0.011308562
523,7098,4827,47940,180,1,2660,2.668421053,1.814661654,18.02255639,0.067669173
524,282514,1685,26086,3044,1,3367,83.90674191,0.5004455,7.747549748,0.904068904
525,24291,464,16436,191,1,3209,7.569647865,0.144593331,5.121844811,0.0595201
526,138577,225,99668,1153,1,2783,49.79410708,0.080848006,35.81315128,0.414301114
527,1696,1399,3627,79,1,4379,0.387303037,0.319479333,0.828271295,0.018040649
528,58857,262,3292,482,1,2567,22.928321,0.102064667,1.282430853,0.187767822
529,29289,423,20513,259,1,2945,9.94533107,0.143633277,6.965365025,0.087945671
530,16253,260,6119,304,1,3420,4.752339181,0.076023392,1.789181287,0.088888889
531,5728,1857,12119,141,1,4332,1.322253001,0.42867036,2.797553093,0.032548476
532,19467,1053,1173,644,1,3690,5.275609756,0.285365854,0.317886179,0.174525745
533,13034,485,6991,289,1,3159,4.125989237,0.153529598,2.213042102,0.091484647
534,63788,8301,8872,768,1,3052,20.90039318,2.719855832,2.906946265,0.25163827
535,2693,682,2263,86,1,3973,0.677825321,0.171658696,0.569594765,0.021646111
536,21566,409,393,323,1,3823,5.64111954,0.106984044,0.102798849,0.084488622
537,20151,4640,1459,505,1,4711,4.277435789,0.98492889,0.3097007,0.107195924
538,3207,122,8901,145,1,5298,0.605322763,0.023027558,1.68006795,0.027368818
539,8353,994,333,426,1,4284,1.949813259,0.232026144,0.077731092,0.099439776
540,16309,569,115,721,1,4170,3.911031175,0.136450839,0.027577938,0.172901679
541,9717,729,3740,417,1,4397,2.209915852,0.16579486,0.850579941,0.094837389
542,6129,749,2012,193,1,3691,1.660525603,0.202926036,0.545109726,0.052289352
543,47310,2264,8759,1381,1,3918,12.07503828,0.57784584,2.235579377,0.352475753
544,3484,1610,848,238,1,4012,0.868394816,0.401296112,0.211365902,0.059322034
545,7012,1008,10859,33,1,4030,1.739950372,0.250124069,2.694540943,0.008188586
546,1337635,771,3952,9907,1,4479,298.6459031,0.172136638,0.882339808,2.211877651
547,76013,4694,2825,2420,1,4374,17.3783722,1.073159579,0.645861911,0.553269319
548,7921,1121,7969,299,1,2728,2.903592375,0.410923754,2.921187683,0.109604106
549,75784,3512,19863,209,1,4375,17.32205714,0.802742857,4.540114286,0.047771429
550,5039,800,6752,41,1,3480,1.447988506,0.229885057,1.940229885,0.011781609
551,2722,559,29532,98,1,4577,0.594712694,0.122132401,6.452261307,0.021411405
552,62287,16102,36176,626,1,4418,14.09846084,3.644635582,8.188320507,0.141693074
553,4566,1993,4145,124,1,4500,1.014666667,0.442888889,0.921111111,0.027555556
554,6210,535,10257,90,1,2868,2.165271967,0.186541144,3.576359833,0.031380753
555,4614,2976,2669,198,1,3905,1.1815621,0.762099872,0.683482714,0.050704225
556,16091,1496,3497,771,1,4336,3.711023985,0.34501845,0.80650369,0.177813653
557,5093,2603,7400,109,1,4589,1.109827849,0.567225975,1.612551754,0.023752452
558,10777,1602,8232,193,1,3732,2.88772776,0.42926045,2.205787781,0.051714898
559,13238,1975,2815,423,1,4345,3.046720368,0.454545455,0.647871116,0.09735328
560,44199,6631,23452,250,1,4480,9.865848214,1.480133929,5.234821429,0.055803571
561,5315,8043,246004,252,1,4338,1.225218995,1.854080221,56.70908253,0.058091286
562,236902,4330,6910,2852,1,4648,50.96858864,0.931583477,1.486660929,0.613597246
563,1312130,205,2205,6972,1,4967,264.1695188,0.041272398,0.443929938,1.403664184
564,4074,4239,4777,163,1,2725,1.495045872,1.55559633,1.753027523,0.059816514
565,9395,461,13247,724,1,4310,2.179814385,0.106960557,3.073549884,0.167981439
566,3160,1017,78,210,1,4410,0.716553288,0.230612245,0.017687075,0.047619048
567,203161,510,1669,358,1,3929,51.70806821,0.129804021,0.424790023,0.091117333
568,7405,3422,24550,277,1,4480,1.652901786,0.763839286,5.479910714,0.061830357
569,2175,1475,16541,116,1,5111,0.425552729,0.28859323,3.236352964,0.022696146
570,121492,821,14626,2316,1,4276,28.41253508,0.192001871,3.420486436,0.541627689
571,65238,2288,1866,822,1,4369,14.93202106,0.523689631,0.427100023,0.18814374
572,3619,1522,970,159,1,3536,1.023472851,0.430429864,0.274321267,0.044966063
573,50808,1492,42849,463,1,2017,25.18988597,0.739712444,21.24392662,0.229548835
574,6046,1646,23302,194,1,3725,1.623087248,0.441879195,6.25557047,0.052080537
575,54369,1112,1194,130,1,3718,14.62318451,0.29908553,0.321140398,0.034965035
576,6584,505,3846,224,1,3665,1.796452933,0.137789905,1.049386085,0.06111869
577,630,985,8425,22,1,2391,0.26348808,0.411961522,3.52363028,0.009201171
578,19692,3289,40071,335,1,4278,4.603085554,0.768817204,9.366760168,0.07830762
579,2733,404,223,181,1,4269,0.640196767,0.094635746,0.052237058,0.042398688
580,39942,138,258,116,1,4047,9.869532987,0.034099333,0.063750927,0.028663207
581,652974,8055,29183,4898,1,4462,146.3411026,1.805244285,6.540340654,1.09771403
582,18057,722,8821,614,1,4386,4.116963064,0.164614683,2.011171911,0.13999088
583,10776,353,39610,81,1,3799,2.836535931,0.092919189,10.42642801,0.0213214
584,122761,724,39847,249,1,3987,30.79031854,0.181590168,9.994231252,0.062452972
585,3576,3037,29156,96,1,4365,0.819243986,0.695761741,6.679495991,0.021993127
586,7511,1634,15291,166,1,4902,1.532231742,0.333333333,3.119339045,0.033863729
587,45814,456,14547,136,1,3515,13.03385491,0.12972973,4.138549075,0.038691323
588,135240,1046,26930,977,1,4779,28.29880728,0.218874241,5.635070098,0.204436074
589,13581,4126,7286,328,1,2269,5.985456148,1.818422212,3.211106214,0.144557074
590,6910,3209,1235,169,1,4205,1.643281807,0.76313912,0.293697979,0.04019025
591,6394,1729,11,182,1,3700,1.728108108,0.467297297,0.002972973,0.049189189
592,373,348,166,20,1,4161,0.089641913,0.083633742,0.039894256,0.004806537
593,805,684,2689,27,1,4630,0.173866091,0.147732181,0.580777538,0.005831533
594,14815,2282,3067,235,1,3246,4.564078866,0.7030191,0.944855206,0.072396796
595,2605,1223,2511,92,1,4081,0.63832394,0.299681451,0.61529037,0.022543494
596,15381,2184,631,710,1,4781,3.217109391,0.456808199,0.131980757,0.148504497
597,920430,967,20603,10227,1,4507,204.2223208,0.214555136,4.571333481,2.269136898
598,53138,89,1192,1019,1,4033,13.17579965,0.022067939,0.295561617,0.25266551
599,4336,1641,6820,132,1,4314,1.005099675,0.38038943,1.580899397,0.030598053
600,32807,1686,18140,138,1,4038,8.124566617,0.417533432,4.492322932,0.034175334
601,8101,3331,379,405,1,4388,1.846171376,0.75911577,0.086371923,0.092297174
602,176204,75964,3076,6261,1,5027,35.05152178,15.11119952,0.611895763,1.245474438
603,377966,265,3215,6281,1,4400,85.90136364,0.060227273,0.730681818,1.4275
604,57402,1261,13379,985,1,4302,13.34309623,0.293119479,3.109948861,0.228963273
605,35915,173,53,774,1,4731,7.591418305,0.036567322,0.011202706,0.163601776
606,7165,2340,2952,346,1,4292,1.669384902,0.545200373,0.68779124,0.080615098
607,14963,336,1546,390,1,4278,3.497662459,0.078541374,0.361383824,0.091164095
608,7295,1034,210,88,1,3420,2.133040936,0.302339181,0.061403509,0.025730994
609,3762,1097,36716,69,1,1913,1.966544694,0.573444851,19.19289075,0.036069002
610,8058,5949,1332,165,1,4443,1.813639433,1.338960162,0.299797434,0.03713707
611,940,2370,2022,16,1,3835,0.245110821,0.617992177,0.527249022,0.004172099
612,82540,435,11379,284,1,3173,26.01323668,0.137094233,3.586196029,0.0895052
613,81572,326,92,109,1,2258,36.12577502,0.144375554,0.040744021,0.048272808
614,22465,1859,9144,258,1,5026,4.469757262,0.369876641,1.819339435,0.051333068
615,3199,4687,657,146,1,4428,0.722448058,1.058491418,0.148373984,0.032971996
616,6496,346,85593,231,1,4377,1.484121544,0.079049577,19.55517478,0.052775874
617,12503,1398,5585,186,1,2409,5.190120382,0.580323786,2.318389373,0.077210461
618,40830,917,11886,343,1,3426,11.91768827,0.267659078,3.469352014,0.100116754
619,731561,1600,185,10957,1,4676,156.4501711,0.342172797,0.03956373,2.343242087
620,363181,19413,5503,7257,1,4761,76.28250368,4.077504726,1.155849611,1.524259609
621,10852,610,2809,321,1,3587,3.025369389,0.170058545,0.783105659,0.089489824
622,2337,89,3856,24,1,2317,1.008631852,0.038411739,1.664220975,0.010358222
623,10942,1711,5208,51,1,4179,2.618329744,0.409428093,1.246231156,0.012203877
624,3013,5018,1214,91,1,4074,0.739567992,1.231713304,0.297987236,0.02233677
625,7038,1508,640,339,1,4446,1.582995951,0.339181287,0.143949618,0.076248313
626,10781,5348,36070,439,1,3444,3.130371661,1.552845528,10.47328688,0.12746806
627,12051,399,113,73,1,1295,9.305791506,0.308108108,0.087258687,0.056370656
628,6972,2274,67276,402,1,4757,1.465629598,0.478032373,14.1425268,0.084507042
629,2046,837,1140,87,1,3931,0.52047825,0.21292292,0.290002544,0.022131773
630,3121,1019,402,65,1,4293,0.726997438,0.237363149,0.093640811,0.015140927
631,172504,3959,153,2735,1,4261,40.48439333,0.929124619,0.035907064,0.641868106
632,1003,791,3460,9,1,1379,0.727338651,0.573604061,2.50906454,0.006526468
633,2418,654,5033,30,1,3393,0.712643678,0.192749779,1.48334807,0.008841733
634,212646,1386,4291,3813,1,4407,48.25187202,0.31449966,0.973678239,0.865214432
635,687,563,1478,31,1,3043,0.225764049,0.185014788,0.485704896,0.010187315
636,162230,17137,8630,539,1,3931,41.2693971,4.359450521,2.195370135,0.137115238
637,7643,460,16172,55,1,4659,1.64048079,0.098733634,3.471131144,0.011805108
638,3579,440,4557,49,1,2195,1.630523918,0.200455581,2.076082005,0.022323462
639,1153,974,3466,41,1,3897,0.295868617,0.249935848,0.889402104,0.010520914
640,6169,892,45097,132,1,3889,1.586268964,0.229364875,11.59604011,0.033941887
641,45499,1045,14184,1359,1,4642,9.80159414,0.225118483,3.055579492,0.292761741
642,2046,747,1642,49,1,4552,0.449472759,0.164103691,0.360720562,0.010764499
643,168764,1754,85997,1763,1,4053,41.63927955,0.432765852,21.21811004,0.43498643
644,25300,1892,1559,871,1,3963,6.384052485,0.477416099,0.393388847,0.219782993
645,15766,2911,4917,113,1,4211,3.7440038,0.69128473,1.167656139,0.026834481
646,3430,978,6082,65,1,4409,0.777954185,0.221819007,1.379451123,0.014742572
647,2428,1001,8149,112,1,4320,0.562037037,0.231712963,1.886342593,0.025925926
648,86785,443,19553,595,1,3325,26.10075188,0.133233083,5.880601504,0.178947368
649,14617,6159,7640,138,1,4348,3.361775529,1.416513339,1.757129715,0.03173873
650,37270,1000,4181,626,1,4215,8.84223013,0.237247924,0.991933571,0.1485172
651,17949,901,13812,482,1,4613,3.89096033,0.195317581,2.994146976,0.104487318
652,2848,974,4172,125,1,5141,0.553977825,0.189457304,0.811515269,0.024314336
653,3314,2004,10707,90,1,3997,0.829121841,0.501376032,2.678759069,0.022516888
654,10503,854,8317,163,1,3997,2.627720791,0.213660245,2.080810608,0.040780585
655,7608,683,53483,262,1,4210,1.807125891,0.162232779,12.70380048,0.062232779
656,26827,2279,4077,403,1,3869,6.933833032,0.589041096,1.053760662,0.104161282
657,4767,1193,9229,117,1,4239,1.124557679,0.281434301,2.177164426,0.027600849
658,5291,1422,1387,198,1,3912,1.352505112,0.363496933,0.354550102,0.050613497
659,2565,0,2560,110,1,4307,0.595542141,0.0,0.59438124,0.025539819
660,9809,1567,3329,447,1,4374,2.24256973,0.358253315,0.761088249,0.102194787
661,1177,685,1608,74,1,3926,0.29979623,0.17447784,0.409577178,0.018848701
662,5588,3480,3491,82,1,3913,1.428060312,0.889343215,0.892154357,0.020955788
663,1486,3297,4960,121,1,4599,0.32311372,0.716894977,1.078495325,0.026310067
664,3674,655,7406,51,1,3589,1.023683477,0.18250209,2.063527445,0.014210086
665,948,821,501,36,1,4386,0.216142271,0.187186503,0.114227086,0.008207934
666,15857,4138,51374,305,1,3731,4.250067006,1.109086036,13.76949879,0.081747521
667,176913,798,8615,6357,1,4413,40.08905506,0.180829368,1.952186721,1.440516655
668,1846,3314,9432,63,1,4883,0.378046283,0.678681139,1.931599427,0.012901905
