statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,is_verified,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length
1306,1660,510,1552,75,0,0,1,2017,0.647496282,0.823004462,0.252850768,0.769459593,0.037183937,3.254901961,13,0,16,0,64
15195,8385,1525,14713,284,0,1,1,4664,3.257933105,1.797813036,0.326972556,3.154588336,0.060891938,5.498360656,13,0,12,0,155
44126,63310,609,10329,892,0,1,1,4410,10.00589569,14.35600907,0.138095238,2.342176871,0.202267574,103.9573071,8,0,9,0,148
14147,268377,47683,58152,281,0,1,1,2864,4.939594972,93.70705307,16.64909218,20.30446927,0.098114525,5.628358115,15,0,8,0,147
19214,744664,1443,380,2652,0,1,1,4454,4.313875168,167.1899416,0.323978446,0.085316569,0.595419847,516.0526681,7,0,12,0,140
19256,24844,23738,3564,296,0,1,1,3457,5.570147527,7.186577958,6.866647382,1.030951692,0.085623373,1.046591962,11,0,13,0,155
9320,3165,2823,14966,127,1,1,1,4373,2.131260005,0.723759433,0.645552252,3.422364509,0.029041848,1.121147715,4,0,16,0,148
11547,11793,1436,46907,130,0,1,1,3071,3.760013025,3.840117226,0.46760013,15.27417779,0.042331488,8.212395543,8,0,18,0,28
277948,16650943,1127,1235,112295,0,0,1,5126,54.22317597,3248.330667,0.21985954,0.240928599,21.90694499,14774.57232,3,0,23,0,40
30119,36876,1384,20312,621,0,1,1,4438,6.786615593,8.309148265,0.311852186,4.576836413,0.139927895,26.64450867,5,0,10,0,146
4505,1330,722,2385,35,0,1,1,3122,1.442985266,0.426008969,0.231262012,0.763933376,0.011210762,1.842105263,14,0,13,0,155
4545,88814,107,1108,930,0,1,1,3620,1.255524862,24.53425414,0.029558011,0.306077348,0.256906077,830.0373832,10,0,17,0,60
7413,5061,110,1800,96,0,1,1,3754,1.97469366,1.348161961,0.029302078,0.479488546,0.025572722,46.00909091,15,0,13,0,156
1521,534,326,6600,15,1,1,1,1690,0.9,0.315976331,0.192899408,3.905325444,0.00887574,1.63803681,10,0,12,0,0
43014,2139554,1061,21,13312,0,0,1,3850,11.17246753,555.7283117,0.275584416,0.005454545,3.457662338,2016.544769,10,0,11,0,7
24011,5973,685,4765,158,1,1,1,4375,5.488228571,1.365257143,0.156571429,1.089142857,0.036114286,8.719708029,12,0,16,0,133
2599,4629,230,1436,78,0,1,1,4175,0.62251497,1.108742515,0.05508982,0.343952096,0.018682635,20.12608696,6,2,11,0,132
7524,14409,1879,4651,359,1,1,1,4411,1.705735661,3.266606212,0.425980503,1.054409431,0.08138744,7.66844066,12,0,14,0,123
50433,191069,1043,18065,4986,0,0,1,4456,11.3179982,42.8790395,0.234066427,4.054084381,1.118940754,183.1917546,12,0,13,0,160
13956,4226,2067,9170,184,0,1,1,3000,4.652,1.408666667,0.689,3.056666667,0.061333333,2.04450895,12,0,13,0,160
29615,10790,4397,4527,562,0,0,1,4721,6.273035374,2.285532726,0.931370472,0.958907011,0.119042576,2.453945872,14,0,15,0,84
4745,4719,1215,3567,221,0,1,1,4520,1.049778761,1.044026549,0.26880531,0.789159292,0.048893805,3.883950617,8,0,17,0,140
157224,93947,2806,1810,2578,0,0,1,4065,38.67749077,23.11119311,0.690282903,0.445264453,0.634194342,33.48075552,9,0,16,0,127
24061,4740,3586,31695,129,0,1,1,4609,5.220438273,1.028422651,0.778042959,6.876762855,0.027988718,1.321807027,11,0,19,0,143
7117,15578,568,11748,119,0,1,1,3611,1.970922182,4.314040432,0.157297148,3.253392412,0.03295486,27.42605634,14,0,14,0,144
9173,1348,448,1467,70,1,1,1,4198,2.185088137,0.321105288,0.106717485,0.34945212,0.016674607,3.008928571,9,0,10,0,76
197,1523,466,67,35,1,1,1,2975,0.066218487,0.511932773,0.156638655,0.022521008,0.011764706,3.268240343,10,1,18,0,42
6324,867,937,9465,26,1,1,1,2638,2.39727066,0.328658074,0.355193328,3.587945413,0.009855951,0.92529349,10,0,17,0,76
8406,61644,811,2907,1542,0,1,1,4402,1.909586552,14.00363471,0.184234439,0.660381645,0.35029532,76.00986436,7,0,16,0,127
44037,79378,1873,13378,2695,0,0,1,4627,9.517397882,17.15539226,0.404797925,2.891290253,0.582450832,42.38013881,11,0,12,0,148
30200,6484,1519,7266,170,0,1,1,4697,6.429635938,1.38045561,0.323397914,1.546944858,0.036193315,4.268597762,6,0,11,0,123
38459,10089,3329,24201,303,0,1,1,4550,8.452527473,2.217362637,0.731648352,5.318901099,0.066593407,3.030639832,14,0,15,0,158
4567,3360,941,354,223,1,1,1,4313,1.058891723,0.779040111,0.218177603,0.08207744,0.05170415,3.570669501,11,0,18,0,160
139668,47372,22593,12468,4370,0,1,1,5263,26.53771613,9.000950029,4.292798784,2.36899107,0.83032491,2.096755632,10,0,12,0,123
8321,4878,1847,11568,207,0,1,1,2700,3.081851852,1.806666667,0.684074074,4.284444444,0.076666667,2.641039524,13,0,15,0,133
6912,4600,1081,797,67,0,1,1,3432,2.013986014,1.34032634,0.31497669,0.232226107,0.019522145,4.255319149,11,0,12,0,81
32816,90782,242,15077,609,0,1,1,4263,7.697865353,21.29533193,0.056767535,3.536711236,0.142857143,375.1322314,4,0,11,0,135
277792,1519919,1209,2800,11866,0,1,1,5129,54.16104504,296.3382726,0.235718464,0.545915383,2.313511406,1257.170389,7,0,8,0,101
33585,36893,1180,10007,786,0,1,1,2903,11.56906648,12.70857733,0.406476059,3.447123665,0.270754392,31.26525424,3,0,3,0,56
16158,9741,1983,5925,128,0,0,1,3575,4.51972028,2.724755245,0.554685315,1.657342657,0.035804196,4.91225416,9,0,11,0,126
12965,3237,1637,26509,71,0,1,1,4325,2.997687861,0.748439306,0.37849711,6.129248555,0.016416185,1.977397679,12,0,15,0,143
4286,54411,290,2343,462,0,1,1,2874,1.491301322,18.93215031,0.100904662,0.815240084,0.160751566,187.6241379,15,0,17,0,142
28222,17199,2703,53225,229,1,1,1,4401,6.412633492,3.90797546,0.614178596,12.09384231,0.052033629,6.362930078,11,0,12,0,118
143859,1964179,11194,4176,17833,0,1,1,4416,32.5767663,444.7869112,2.534873188,0.945652174,4.038269928,175.4671252,4,0,4,0,46
1475,2572,152,558,42,0,1,1,3714,0.397145934,0.692514809,0.040926225,0.150242326,0.011308562,16.92105263,8,0,12,0,73
30519,7098,4827,47940,180,0,0,1,2660,11.47330827,2.668421053,1.814661654,18.02255639,0.067669173,1.470478558,12,0,14,0,158
26384,282514,1685,26086,3044,0,1,1,3367,7.836055836,83.90674191,0.5004455,7.747549748,0.904068904,167.664095,13,0,11,0,116
15736,24291,464,16436,191,0,0,1,3209,4.90370832,7.569647865,0.144593331,5.121844811,0.0595201,52.3512931,15,0,7,0,63
70388,138577,225,99668,1153,0,0,1,2783,25.29213079,49.79410708,0.080848006,35.81315128,0.414301114,615.8977778,12,0,6,0,48
3063,1696,1399,3627,79,0,1,1,4379,0.699474766,0.387303037,0.319479333,0.828271295,0.018040649,1.212294496,5,0,12,0,143
20250,58857,262,3292,482,0,1,1,2567,7.888585898,22.928321,0.102064667,1.282430853,0.187767822,224.6450382,7,0,4,0,72
57423,29289,423,20513,259,0,0,1,2945,19.49847199,9.94533107,0.143633277,6.965365025,0.087945671,69.24113475,12,0,13,0,71
11273,16253,260,6119,304,1,1,1,3420,3.29619883,4.752339181,0.076023392,1.789181287,0.088888889,62.51153846,10,0,10,0,130
18926,5728,1857,12119,141,0,1,1,4332,4.368882733,1.322253001,0.42867036,2.797553093,0.032548476,3.084544965,12,0,11,0,155
20560,19467,1053,1173,644,1,1,1,3690,5.571815718,5.275609756,0.285365854,0.317886179,0.174525745,18.48717949,10,0,18,0,127
6895,13034,485,6991,289,0,0,1,3159,2.182652738,4.125989237,0.153529598,2.213042102,0.091484647,26.8742268,15,0,12,0,160
23193,63788,8301,8872,768,0,1,1,3052,7.599279161,20.90039318,2.719855832,2.906946265,0.25163827,7.684375376,10,0,17,0,131
16547,2693,682,2263,86,0,1,1,3973,4.164862824,0.677825321,0.171658696,0.569594765,0.021646111,3.948680352,10,0,11,0,98
32151,21566,409,393,323,0,1,1,3823,8.409887523,5.64111954,0.106984044,0.102798849,0.084488622,52.72860636,11,2,11,0,15
24978,20151,4640,1459,505,0,1,1,4711,5.302059011,4.277435789,0.98492889,0.3097007,0.107195924,4.342887931,12,0,16,0,46
15191,3207,122,8901,145,0,1,1,5298,2.867308418,0.605322763,0.023027558,1.68006795,0.027368818,26.28688525,10,0,11,0,153
175029,8353,994,333,426,0,1,1,4284,40.85644258,1.949813259,0.232026144,0.077731092,0.099439776,8.403420523,7,2,12,0,149
60757,16309,569,115,721,0,1,1,4170,14.57002398,3.911031175,0.136450839,0.027577938,0.172901679,28.66256591,14,0,15,0,52
44683,9717,729,3740,417,0,1,1,4397,10.16215602,2.209915852,0.16579486,0.850579941,0.094837389,13.32921811,14,0,10,0,134
12828,6129,749,2012,193,1,1,1,3691,3.475480899,1.660525603,0.202926036,0.545109726,0.052289352,8.182910547,8,0,9,0,155
24303,47310,2264,8759,1381,0,1,1,3918,6.202909648,12.07503828,0.57784584,2.235579377,0.352475753,20.89664311,12,0,13,0,133
3338,3484,1610,848,238,1,1,1,4012,0.832003988,0.868394816,0.401296112,0.211365902,0.059322034,2.163975155,10,0,10,0,160
2964,7012,1008,10859,33,0,1,1,4030,0.735483871,1.739950372,0.250124069,2.694540943,0.008188586,6.956349206,14,0,11,0,157
17746,1337635,771,3952,9907,0,1,1,4479,3.962045099,298.6459031,0.172136638,0.882339808,2.211877651,1734.935149,10,0,10,0,9
44234,76013,4694,2825,2420,0,0,1,4374,10.1129401,17.3783722,1.073159579,0.645861911,0.553269319,16.19365147,7,0,8,0,95
13299,7921,1121,7969,299,0,0,1,2728,4.875,2.903592375,0.410923754,2.921187683,0.109604106,7.066012489,10,0,19,0,151
11924,75784,3512,19863,209,0,1,1,4375,2.725485714,17.32205714,0.802742857,4.540114286,0.047771429,21.5785877,7,0,14,0,159
11121,5039,800,6752,41,0,1,1,3480,3.195689655,1.447988506,0.229885057,1.940229885,0.011781609,6.29875,11,0,12,0,159
98045,2722,559,29532,98,0,1,1,4577,21.42123662,0.594712694,0.122132401,6.452261307,0.021411405,4.86940966,9,0,10,0,139
48561,62287,16102,36176,626,0,1,1,4418,10.99162517,14.09846084,3.644635582,8.188320507,0.141693074,3.868277233,12,0,12,0,151
15057,4566,1993,4145,124,0,1,1,4500,3.346,1.014666667,0.442888889,0.921111111,0.027555556,2.291018565,10,0,12,0,105
10026,6210,535,10257,90,0,1,1,2868,3.4958159,2.165271967,0.186541144,3.576359833,0.031380753,11.60747664,14,0,10,0,99
10161,4614,2976,2669,198,1,1,1,3905,2.602048656,1.1815621,0.762099872,0.683482714,0.050704225,1.550403226,14,0,15,0,160
31707,16091,1496,3497,771,0,0,1,4336,7.3125,3.711023985,0.34501845,0.80650369,0.177813653,10.75601604,8,0,12,0,123
19051,5093,2603,7400,109,0,1,1,4589,4.151449117,1.109827849,0.567225975,1.612551754,0.023752452,1.956588552,8,0,9,0,60
18307,10777,1602,8232,193,0,0,1,3732,4.905412647,2.88772776,0.42926045,2.205787781,0.051714898,6.72721598,14,0,21,0,149
7183,13238,1975,2815,423,0,1,1,4345,1.653164557,3.046720368,0.454545455,0.647871116,0.09735328,6.70278481,4,0,33,0,160
27259,44199,6631,23452,250,0,1,1,4480,6.084598214,9.865848214,1.480133929,5.234821429,0.055803571,6.665510481,15,0,15,0,135
90595,5315,8043,246004,252,0,1,1,4338,20.88404795,1.225218995,1.854080221,56.70908253,0.058091286,0.660823076,9,0,9,0,160
181383,236902,4330,6910,2852,0,1,1,4648,39.02388124,50.96858864,0.931583477,1.486660929,0.613597246,54.71177829,11,0,15,1,57
372046,1312130,205,2205,6972,0,0,1,4967,74.90356352,264.1695188,0.041272398,0.443929938,1.403664184,6400.634146,4,0,4,0,112
712,4074,4239,4777,163,0,0,1,2725,0.261284404,1.495045872,1.55559633,1.753027523,0.059816514,0.961075725,10,0,16,0,120
8109,9395,461,13247,724,1,1,1,4310,1.881438515,2.179814385,0.106960557,3.073549884,0.167981439,20.37960954,7,0,18,0,143
1558,3160,1017,78,210,0,1,1,4410,0.353287982,0.716553288,0.230612245,0.017687075,0.047619048,3.107177974,13,2,10,0,123
187892,203161,510,1669,358,0,1,1,3929,47.82183762,51.70806821,0.129804021,0.424790023,0.091117333,398.354902,11,0,12,0,27
22268,7405,3422,24550,277,0,0,1,4480,4.970535714,1.652901786,0.763839286,5.479910714,0.061830357,2.163939217,15,0,17,0,19
23257,2175,1475,16541,116,0,0,1,5111,4.55038153,0.425552729,0.28859323,3.236352964,0.022696146,1.474576271,7,0,14,0,157
19950,121492,821,14626,2316,0,1,1,4276,4.665575304,28.41253508,0.192001871,3.420486436,0.541627689,147.9805116,13,0,14,0,125
9304,65238,2288,1866,822,0,0,1,4369,2.129549096,14.93202106,0.523689631,0.427100023,0.18814374,28.51311189,10,0,10,0,89
5999,3619,1522,970,159,1,1,1,3536,1.696549774,1.023472851,0.430429864,0.274321267,0.044966063,2.377792378,9,0,12,0,71
37886,50808,1492,42849,463,0,0,1,2017,18.7833416,25.18988597,0.739712444,21.24392662,0.229548835,34.0536193,13,0,35,0,142
11302,6046,1646,23302,194,0,1,1,3725,3.03409396,1.623087248,0.441879195,6.25557047,0.052080537,3.673147023,13,0,20,0,158
94498,54369,1112,1194,130,0,1,1,3718,25.41635288,14.62318451,0.29908553,0.321140398,0.034965035,48.89298561,9,0,14,0,152
4534,6584,505,3846,224,0,1,1,3665,1.237107776,1.796452933,0.137789905,1.049386085,0.06111869,13.03762376,11,0,14,0,133
4633,630,985,8425,22,0,0,1,2391,1.937682978,0.26348808,0.411961522,3.52363028,0.009201171,0.639593909,13,0,12,0,147
38278,19692,3289,40071,335,0,1,1,4278,8.947639084,4.603085554,0.768817204,9.366760168,0.07830762,5.987230161,10,0,11,0,136
1922,2733,404,223,181,0,0,1,4269,0.450222535,0.640196767,0.094635746,0.052237058,0.042398688,6.764851485,15,0,8,0,92
30742,39942,138,258,116,0,1,1,4047,7.596244131,9.869532987,0.034099333,0.063750927,0.028663207,289.4347826,12,0,20,0,95
319214,652974,8055,29183,4898,0,1,1,4462,71.54056477,146.3411026,1.805244285,6.540340654,1.09771403,81.06443203,12,1,11,1,103
19131,18057,722,8821,614,0,1,1,4386,4.361833105,4.116963064,0.164614683,2.011171911,0.13999088,25.00969529,12,0,14,0,151
13292,10776,353,39610,81,0,1,1,3799,3.498815478,2.836535931,0.092919189,10.42642801,0.0213214,30.52691218,11,0,9,0,68
64438,122761,724,39847,249,0,1,1,3987,16.16202659,30.79031854,0.181590168,9.994231252,0.062452972,169.5593923,11,1,10,0,154
10808,3576,3037,29156,96,1,1,1,4365,2.476059565,0.819243986,0.695761741,6.679495991,0.021993127,1.177477774,11,0,11,0,131
29581,7511,1634,15291,166,0,1,1,4902,6.034475724,1.532231742,0.333333333,3.119339045,0.033863729,4.596695226,15,0,15,0,67
33682,45814,456,14547,136,0,1,1,3515,9.582361309,13.03385491,0.12972973,4.138549075,0.038691323,100.4692982,13,0,12,0,142
58978,135240,1046,26930,977,0,0,1,4779,12.34107554,28.29880728,0.218874241,5.635070098,0.204436074,129.292543,8,0,15,0,153
5715,13581,4126,7286,328,0,0,1,2269,2.518730718,5.985456148,1.818422212,3.211106214,0.144557074,3.291565681,8,0,16,0,71
6289,6910,3209,1235,169,0,1,1,4205,1.495600476,1.643281807,0.76313912,0.293697979,0.04019025,2.153318791,10,0,12,0,105
7829,6394,1729,11,182,0,1,1,3700,2.115945946,1.728108108,0.467297297,0.002972973,0.049189189,3.698091382,13,0,14,0,40
1041,373,348,166,20,0,1,1,4161,0.250180245,0.089641913,0.083633742,0.039894256,0.004806537,1.07183908,10,0,11,0,89
5730,805,684,2689,27,1,1,1,4630,1.237580994,0.173866091,0.147732181,0.580777538,0.005831533,1.176900585,13,0,14,0,117
10454,14815,2282,3067,235,0,1,1,3246,3.220579174,4.564078866,0.7030191,0.944855206,0.072396796,6.492112182,15,0,16,0,149
3904,2605,1223,2511,92,0,0,1,4081,0.956628277,0.63832394,0.299681451,0.61529037,0.022543494,2.130008177,13,0,14,0,69
13152,15381,2184,631,710,0,1,1,4781,2.750888935,3.217109391,0.456808199,0.131980757,0.148504497,7.042582418,10,0,11,0,114
25851,920430,967,20603,10227,0,0,1,4507,5.735744398,204.2223208,0.214555136,4.571333481,2.269136898,951.8407446,10,0,11,0,94
870,53138,89,1192,1019,0,0,1,4033,0.215720307,13.17579965,0.022067939,0.295561617,0.25266551,597.0561798,12,0,13,0,0
3383,4336,1641,6820,132,1,1,1,4314,0.784191006,1.005099675,0.38038943,1.580899397,0.030598053,2.642291286,8,0,9,0,116
24569,32807,1686,18140,138,0,1,1,4038,6.084447746,8.124566617,0.417533432,4.492322932,0.034175334,19.45848161,9,0,10,0,99
2458,8101,3331,379,405,0,1,1,4388,0.560164084,1.846171376,0.75911577,0.086371923,0.092297174,2.432002402,5,0,13,0,78
150727,176204,75964,3076,6261,0,1,1,5027,29.98348916,35.05152178,15.11119952,0.611895763,1.245474438,2.319572429,12,0,10,0,155
13094,377966,265,3215,6281,0,1,1,4400,2.975909091,85.90136364,0.060227273,0.730681818,1.4275,1426.286792,9,0,10,0,146
4757,57402,1261,13379,985,0,1,1,4302,1.105764761,13.34309623,0.293119479,3.109948861,0.228963273,45.52101507,11,1,16,0,53
27223,35915,173,53,774,0,1,1,4731,5.754174593,7.591418305,0.036567322,0.011202706,0.163601776,207.6011561,15,0,16,0,70
25105,7165,2340,2952,346,0,1,1,4292,5.849254427,1.669384902,0.545200373,0.68779124,0.080615098,3.061965812,14,0,15,0,136
8347,14963,336,1546,390,0,0,1,4278,1.951145395,3.497662459,0.078541374,0.361383824,0.091164095,44.5327381,10,0,18,0,92
7377,7295,1034,210,88,1,1,1,3420,2.157017544,2.133040936,0.302339181,0.061403509,0.025730994,7.055125725,10,1,10,0,83
39140,3762,1097,36716,69,1,1,1,1913,20.46001045,1.966544694,0.573444851,19.19289075,0.036069002,3.42935278,13,0,15,0,142
4029,8058,5949,1332,165,0,1,1,4443,0.906819716,1.813639433,1.338960162,0.299797434,0.03713707,1.354513364,14,0,10,0,87
2353,940,2370,2022,16,0,0,1,3835,0.613559322,0.245110821,0.617992177,0.527249022,0.004172099,0.396624473,12,0,17,0,98
17258,82540,435,11379,284,0,1,1,3173,5.439016703,26.01323668,0.137094233,3.586196029,0.0895052,189.7471264,14,0,14,0,144
13639,81572,326,92,109,0,0,1,2258,6.040301151,36.12577502,0.144375554,0.040744021,0.048272808,250.2208589,10,0,10,0,138
78349,22465,1859,9144,258,0,0,1,5026,15.58873856,4.469757262,0.369876641,1.819339435,0.051333068,12.08445401,8,0,13,0,159
8475,3199,4687,657,146,0,1,1,4428,1.91395664,0.722448058,1.058491418,0.148373984,0.032971996,0.682526136,9,0,10,0,149
114116,6496,346,85593,231,0,1,1,4377,26.07173863,1.484121544,0.079049577,19.55517478,0.052775874,18.77456647,13,0,21,0,136
3579,12503,1398,5585,186,0,1,1,2409,1.485678705,5.190120382,0.580323786,2.318389373,0.077210461,8.943490701,13,0,14,0,157
12777,40830,917,11886,343,1,1,1,3426,3.729422067,11.91768827,0.267659078,3.469352014,0.100116754,44.52562704,11,0,12,0,48
67006,731561,1600,185,10957,1,1,1,4676,14.32976903,156.4501711,0.342172797,0.03956373,2.343242087,457.225625,11,0,10,0,108
44635,363181,19413,5503,7257,0,1,1,4761,9.375131275,76.28250368,4.077504726,1.155849611,1.524259609,18.70813372,3,3,11,3,152
5492,10852,610,2809,321,1,1,1,3587,1.531084472,3.025369389,0.170058545,0.783105659,0.089489824,17.79016393,11,0,18,0,89
2889,2337,89,3856,24,1,1,1,2317,1.246870954,1.008631852,0.038411739,1.664220975,0.010358222,26.25842697,9,3,16,0,113
7260,10942,1711,5208,51,0,1,1,4179,1.737257717,2.618329744,0.409428093,1.246231156,0.012203877,6.39509059,14,0,15,0,150
10936,3013,5018,1214,91,0,0,1,4074,2.684339715,0.739567992,1.231713304,0.297987236,0.02233677,0.600438422,11,0,19,0,141
21589,7038,1508,640,339,1,1,1,4446,4.855825461,1.582995951,0.339181287,0.143949618,0.076248313,4.667108753,10,0,11,0,108
43080,10781,5348,36070,439,0,1,1,3444,12.5087108,3.130371661,1.552845528,10.47328688,0.12746806,2.015893792,15,0,18,0,130
1980,12051,399,113,73,1,1,1,1295,1.528957529,9.305791506,0.308108108,0.087258687,0.056370656,30.20300752,13,0,20,0,44
44046,6972,2274,67276,402,0,1,1,4757,9.259196973,1.465629598,0.478032373,14.1425268,0.084507042,3.065963061,8,0,11,0,159
3380,2046,837,1140,87,0,1,1,3931,0.859832104,0.52047825,0.21292292,0.290002544,0.022131773,2.444444444,7,0,13,0,55
10832,3121,1019,402,65,1,1,1,4293,2.523177265,0.726997438,0.237363149,0.093640811,0.015140927,3.062806673,10,0,11,0,45
9957,172504,3959,153,2735,0,1,1,4261,2.336775405,40.48439333,0.929124619,0.035907064,0.641868106,43.57261935,10,0,14,0,151
1275,1003,791,3460,9,1,1,1,1379,0.924583031,0.727338651,0.573604061,2.50906454,0.006526468,1.268015171,10,0,11,0,73
269,2418,654,5033,30,0,1,1,3393,0.079280872,0.712643678,0.192749779,1.48334807,0.008841733,3.697247706,14,0,14,0,155
13170,212646,1386,4291,3813,0,0,1,4407,2.988427502,48.25187202,0.31449966,0.973678239,0.865214432,153.4242424,14,0,18,0,153
4650,687,563,1478,31,0,1,1,3043,1.528097272,0.225764049,0.185014788,0.485704896,0.010187315,1.220248668,11,0,11,0,102
28773,162230,17137,8630,539,0,1,1,3931,7.319511575,41.2693971,4.359450521,2.195370135,0.137115238,9.466651106,13,0,18,0,111
27725,7643,460,16172,55,0,1,1,4659,5.950847821,1.64048079,0.098733634,3.471131144,0.011805108,16.61521739,5,0,12,0,33
4368,3579,440,4557,49,1,1,1,2195,1.989977221,1.630523918,0.200455581,2.076082005,0.022323462,8.134090909,15,0,15,0,60
3086,1153,974,3466,41,0,0,1,3897,0.791891198,0.295868617,0.249935848,0.889402104,0.010520914,1.183778234,11,0,20,0,130
16738,6169,892,45097,132,0,0,1,3889,4.303934173,1.586268964,0.229364875,11.59604011,0.033941887,6.915919283,12,0,13,0,161
60242,45499,1045,14184,1359,0,1,1,4642,12.97759586,9.80159414,0.225118483,3.055579492,0.292761741,43.53971292,10,0,11,0,72
1760,2046,747,1642,49,0,1,1,4552,0.386643234,0.449472759,0.164103691,0.360720562,0.010764499,2.738955823,10,0,14,0,118
28748,168764,1754,85997,1763,0,1,1,4053,7.093017518,41.63927955,0.432765852,21.21811004,0.43498643,96.21664766,13,0,14,0,125
15395,25300,1892,1559,871,0,0,1,3963,3.884683321,6.384052485,0.477416099,0.393388847,0.219782993,13.37209302,10,0,18,0,72
5028,15766,2911,4917,113,0,1,1,4211,1.194015673,3.7440038,0.69128473,1.167656139,0.026834481,5.416008245,12,0,13,0,154
5422,3430,978,6082,65,0,0,1,4409,1.229757315,0.777954185,0.221819007,1.379451123,0.014742572,3.507157464,6,0,12,0,121
3202,2428,1001,8149,112,0,1,1,4320,0.741203704,0.562037037,0.231712963,1.886342593,0.025925926,2.425574426,9,0,10,0,135
2605,86785,443,19553,595,1,1,1,3325,0.783458647,26.10075188,0.133233083,5.880601504,0.178947368,195.9029345,12,0,12,0,149
9701,14617,6159,7640,138,0,0,1,4348,2.231140754,3.361775529,1.416513339,1.757129715,0.03173873,2.373274882,12,0,12,0,159
6924,37270,1000,4181,626,0,0,1,4215,1.642704626,8.84223013,0.237247924,0.991933571,0.1485172,37.27,11,0,11,0,89
33653,17949,901,13812,482,0,0,1,4613,7.295252547,3.89096033,0.195317581,2.994146976,0.104487318,19.92119867,11,0,12,0,147
30376,2848,974,4172,125,0,1,1,5141,5.908578098,0.553977825,0.189457304,0.811515269,0.024314336,2.924024641,6,0,12,0,129
30585,3314,2004,10707,90,0,1,1,3997,7.651988992,0.829121841,0.501376032,2.678759069,0.022516888,1.653692615,12,0,12,0,81
9038,10503,854,8317,163,0,1,1,3997,2.261195897,2.627720791,0.213660245,2.080810608,0.040780585,12.29859485,13,0,10,0,105
42282,7608,683,53483,262,0,1,1,4210,10.0432304,1.807125891,0.162232779,12.70380048,0.062232779,11.13909224,10,0,11,0,157
10122,26827,2279,4077,403,0,1,1,3869,2.616179891,6.933833032,0.589041096,1.053760662,0.104161282,11.77139096,13,0,14,0,122
18555,4767,1193,9229,117,0,1,1,4239,4.377211607,1.124557679,0.281434301,2.177164426,0.027600849,3.995808885,12,0,13,0,41
5899,5291,1422,1387,198,0,1,1,3912,1.507924335,1.352505112,0.363496933,0.354550102,0.050613497,3.720815752,14,0,16,0,143
11971,2565,0,2560,110,0,0,1,4307,2.779428837,0.595542141,0,0.59438124,0.025539819,257472,10,0,1,0,1
8162,9809,1567,3329,447,0,1,1,4374,1.86602652,2.24256973,0.358253315,0.761088249,0.102194787,6.259731972,6,0,19,0,156
8793,1177,685,1608,74,1,1,1,3926,2.239684157,0.29979623,0.17447784,0.409577178,0.018848701,1.718248175,15,0,16,0,73
2442,5588,3480,3491,82,0,1,1,3913,0.624073601,1.428060312,0.889343215,0.892154357,0.020955788,1.605747126,15,0,15,0,88
17829,1486,3297,4960,121,0,0,1,4599,3.876712329,0.32311372,0.716894977,1.078495325,0.026310067,0.450712769,14,0,18,0,132
14019,3674,655,7406,51,0,1,1,3589,3.906101978,1.023683477,0.18250209,2.063527445,0.014210086,5.609160305,14,0,13,0,66
761,948,821,501,36,0,1,1,4386,0.173506612,0.216142271,0.187186503,0.114227086,0.008207934,1.154689403,7,0,11,0,86
23777,15857,4138,51374,305,0,1,1,3731,6.3728223,4.250067006,1.109086036,13.76949879,0.081747521,3.832044466,9,0,11,0,15
58015,176913,798,8615,6357,0,1,1,4413,13.14638568,40.08905506,0.180829368,1.952186721,1.440516655,221.6954887,6,0,16,0,101
12490,1846,3314,9432,63,0,0,1,4883,2.557853778,0.378046283,0.678681139,1.931599427,0.012901905,0.557030779,10,0,10,0,65
2296,2590,379,1206,59,1,1,1,3871,0.593128391,0.669077758,0.097907517,0.311547404,0.01524154,6.833773087,13,0,14,0,75
17140,2570,1649,18631,59,0,0,1,4401,3.894569416,0.583958191,0.374687571,4.233356055,0.013406044,1.558520315,13,0,14,0,115
9769,5011,4236,4987,196,0,1,1,3786,2.580295827,1.323560486,1.118858954,1.317221342,0.051769678,1.182955619,14,0,17,0,79
5574,8584,748,1590,252,0,0,1,3263,1.708243947,2.630707937,0.229236899,0.487281643,0.077229543,11.47593583,7,0,16,0,130
653,9999,285,803,86,1,1,1,3112,0.209832905,3.213046272,0.091580977,0.258033419,0.027634961,35.08421053,8,0,9,0,22
12017,28663,680,3432,519,0,1,1,3536,3.398472851,8.106052036,0.192307692,0.970588235,0.146776018,42.15147059,12,0,14,0,143
19274,2033,1892,13163,78,0,1,1,4466,4.315718764,0.455217197,0.42364532,2.947380206,0.017465293,1.074524313,12,0,14,0,155
165672,144572,3678,1061,2925,0,1,1,4593,36.07054213,31.47659482,0.800783801,0.231003701,0.636838668,39.30723219,10,0,12,0,119
39712,100257,820,214,1029,0,1,1,4428,8.968383017,22.64159892,0.185185185,0.048328817,0.232384824,122.2646341,13,0,14,0,119
9806,9761,1184,4057,43,0,1,1,2064,4.750968992,4.729166667,0.573643411,1.965600775,0.020833333,8.244087838,9,0,13,0,58
258697,267359,465,2765,2896,0,1,1,4577,56.52108368,58.41358969,0.101594931,0.604107494,0.632728862,574.9655914,8,0,8,0,142
