is_verified,friends_count,user_age,followers_growth_rate,favourites_count,tweets_freq,followers_friends_ratio,listed_count,friends_growth_rate,followers_count
1,1537,3599,7.676298972,5951,17.84634621,17.97462589,263,0.427063073,27627
1,796,3704,1.052105832,5178,0.995410367,4.895728643,46,0.214902808,3897
1,740,5115,1.103030303,840,0.020136852,7.624324324,332,0.144672532,5642
1,935,4411,7.991385173,1061,1.204035366,37.70053476,1467,0.211970075,35250
1,926,3014,2.247179827,3110,4.623424021,7.31425486,192,0.307232913,6773
1,1842,3049,10.75401771,5957,3.940308298,17.80076004,656,0.604132502,32789
1,5757,4520,1.815044248,13046,8.560619469,1.425047768,340,1.273672566,8204
1,3270,4192,0.673187023,104,0.952290076,0.862996942,86,0.780057252,2822
1,528,4326,10.3358761,12021,3.414239482,84.68371212,389,0.122052705,44713
1,926,3101,0.995162851,12551,1.336665592,3.332613391,13,0.298613351,3086
1,60,2568,0.879672897,527,1.572819315,37.65,89,0.023364486,2259
1,1927,4612,22.44839549,14443,12.47441457,53.72703684,3147,0.41782307,103532
1,794,4361,26.31689979,18682,1.955973401,144.5440806,956,0.182068333,114768
1,2001,4402,21.91322126,4697,4.933439346,48.20689655,2296,0.454566106,96462
1,479,3312,1.264190821,1565,2.619263285,8.741127349,88,0.144625604,4187
1,2097,4556,0.474539069,1496,0.667690957,1.030996662,111,0.460272169,2162
1,313,3042,3.38330046,7017,3.760026298,32.88178914,113,0.102892834,10292
1,1403,4416,1.611865942,9100,1.546422101,5.073414113,161,0.317708333,7118
1,2510,4986,19.90373045,5792,10.46670678,39.53784861,538,0.503409547,99240
1,5448,4918,6.000203335,14633,5.31699878,5.416483113,1077,1.107767385,29509
1,1700,3059,1.839490029,1906,15.50474011,3.31,233,0.555737169,5627
1,2563,4500,0.830222222,2233,3.871555556,1.457666797,240,0.569555556,3736
1,3148,4251,13.86356151,2141,6.499647142,18.72109276,1106,0.74053164,58934
1,242,3781,4.5718064,3086,3.703253108,71.42975207,177,0.064004232,17286
1,3281,4430,3.583521445,25648,8.489841986,4.838463883,603,0.740632054,15875
1,3025,3463,3.08085475,7474,3.678024834,3.526942149,214,0.873520069,10669
1,2836,4761,1.553455156,9184,1.834488553,2.607898449,313,0.595673178,7396
1,1495,3582,3.377163596,1226,4.919039643,8.091638796,258,0.417364601,12097
1,1852,4449,4.056192403,2400,0.291301416,9.744060475,586,0.41627332,18046
1,177,4304,1.534618959,2716,2.350836431,37.31638418,122,0.041124535,6605
1,312,3784,161.7854123,1249,17.57135307,1962.166667,1434,0.082452431,612196
1,1990,4329,18.51744052,9483,11.02864403,40.28241206,562,0.45969046,80162
1,477,4272,2.873595506,9385,1.164794007,25.73584906,334,0.111657303,12276
1,2925,3594,13.95937674,61961,24.82387312,17.15213675,1118,0.813856427,50170
1,2138,4141,9.511229172,122324,32.03211785,18.42188962,769,0.516300411,39386
1,437,3693,1.138911454,1708,0.283780125,9.624713959,40,0.118331979,4206
1,694,4445,7.93655793,25462,2.31023622,50.83285303,426,0.156130484,35278
1,3342,3189,0.819065538,1347,6.521480088,0.781567923,53,1.047977422,2612
1,624,4522,29.04268023,2415,0.526536931,210.4663462,587,0.137992039,131331
1,1830,4360,0.510091743,3220,0.209862385,1.215300546,63,0.419724771,2224
1,253,4364,0.758020165,3774,4.247250229,13.07509881,107,0.057974335,3308
1,592,4168,6.129318618,17144,7.334452975,43.15371622,489,0.142034549,25547
1,709,4407,22.75425459,4171,1.680735194,141.4358251,247,0.160880418,100278
1,672,4306,16.33348816,1516,31.63423131,104.6607143,692,0.15606131,70332
1,893,4314,31.46430227,17080,1.245479833,152.0011198,686,0.207000464,135737
1,951,4411,2.094989798,6234,2.747449558,9.717139853,397,0.21559737,9241
1,1042,3689,0.285714286,7567,2.471401464,1.011516315,48,0.282461372,1054
1,2705,2470,7.915789474,1095,4.160323887,7.228096118,98,1.0951417,19552
1,428,3792,40.73628692,35058,0.199630802,360.9158879,831,0.112869198,154472
1,4605,4299,4.619678995,7856,4.119795301,4.312703583,828,1.071179344,19860
1,2851,3780,0.347089947,8016,1.63994709,0.460189407,44,0.754232804,1312
1,194,4695,29.50394036,1906,14.72310969,714.0257732,668,0.041320554,138521
1,92568,4740,92.16139241,61705,15.45147679,4.719179414,3527,19.52911392,436845
1,515,2383,7.413764163,15182,1.745698699,34.30485437,70,0.216114142,17667
1,51,1335,14.48614232,2262,2.477902622,379.1960784,181,0.038202247,19339
1,3060,4802,7.505206164,281,8.401082882,11.77777778,1654,0.637234486,36040
1,664,3723,8.175933387,11982,9.885576148,45.84186747,315,0.178350792,30439
1,268,3704,4.949784017,10057,1.251349892,68.41044776,120,0.072354212,18334
1,273,3630,1.231404959,239,0.969972452,16.37362637,185,0.075206612,4470
1,4412,4437,75.24498535,2526,40.85620915,75.67135086,2152,0.994365562,333862
1,1855,4514,9.671909615,52611,17.2509969,23.53584906,1170,0.410943731,43659
1,446,3878,33.71892728,6518,1.69133574,293.1883408,2130,0.115007736,130762
1,140,4549,4.967905034,1071,2.37788525,161.4214286,125,0.030775995,22599
1,936,4493,0.748497663,91552,6.378811485,3.592948718,62,0.20832406,3363
1,1948,3076,3.071521456,18037,1.601430429,4.850102669,269,0.633289987,9448
1,1293,3721,1.155603332,930,2.026068261,3.325599381,83,0.347487235,4300
1,1041,4262,1.56921633,2946,7.745424683,6.424591739,223,0.244251525,6688
1,1698,3950,0.915949367,2313,0.20835443,2.130742049,171,0.429873418,3618
1,1090,4158,4.354016354,5174,0.462000962,16.60917431,148,0.262145262,18104
1,1336,3022,3.661482462,4570,1.31336863,8.282185629,352,0.44209133,11065
1,1118,1988,1.629778672,1221,2.027665996,2.8980322,70,0.562374245,3240
1,571,4438,0.956962596,422,0.490536278,7.437828371,206,0.128661559,4247
1,1505,4319,23.7881454,84646,24.12387127,68.26644518,2500,0.348460292,102741
1,274,3070,3.95504886,60797,12.68501629,44.31386861,297,0.089250814,12142
1,2096,1605,0.403738318,5466,1.135202492,0.309160305,7,1.305919003,648
1,1710,3563,4.122930115,12405,4.995790065,8.590643275,291,0.479932641,14690
1,136,3704,1.320194384,1762,5.254859611,35.95588235,90,0.036717063,4890
1,5113,4194,3.041726276,49160,7.291130186,2.495012713,227,1.219122556,12757
1,1463,5005,0.770829171,43275,6.382817183,2.637047163,176,0.292307692,3858
1,2099,4728,10.56281726,117771,6.519458545,23.79275846,949,0.443950931,49941
1,916,4225,16.93775148,336,1.511242604,78.12445415,1959,0.216804734,71562
1,4777,4387,3.920902667,8255,5.636197857,3.600795478,465,1.08889902,17201
1,1743,3366,1.409387998,0,1.462863933,2.721744119,211,0.517825312,4744
1,2009,4372,1.325480329,24717,3.374885636,2.884519662,248,0.459515096,5795
1,623,5086,1.410538734,5278,2.404443571,11.5152488,232,0.122493118,7174
1,2855,4438,9.334159531,8900,5.463947724,14.50963222,898,0.643307796,41425
1,6038,3860,3.485233161,8928,0.148704663,2.228055648,432,1.564248705,13453
1,976,4779,7.492571668,20740,5.184975936,36.6875,394,0.204226826,35807
1,3198,3404,2.844594595,3620,0.125146886,3.027829894,248,0.939482961,9683
1,3235,4507,3.211892611,35964,16.88240515,4.474806801,377,0.717772354,14476
1,2418,3785,0.669749009,13262,4.585997358,1.048387097,89,0.638837517,2535
1,494,4001,24.0179955,10885,4.689577606,194.5263158,2219,0.123469133,96096
1,1119,4099,8.758721639,20104,29.44181508,32.08400357,676,0.272993413,35902
1,4663,4390,2.132574032,81798,7.679271071,2.007720352,235,1.062186788,9362
1,4978,3858,3.504147227,5034,5.306376361,2.715749297,327,1.290305858,13519
1,1070,3333,4.878487849,1135,7.293129313,15.19626168,57,0.321032103,16260
1,494,3026,6.229015202,146,1.228023794,38.15587045,750,0.163251818,18849
1,1003,2457,1.203093203,17042,3.282458282,2.947158524,60,0.408221408,2956
1,1034,4426,3.319023949,3213,2.14753728,14.20696325,383,0.233619521,14690
1,660,3329,7.341544007,59997,2.032141784,37.03030303,449,0.198257735,24440
1,3641,3475,2.308489209,4314,4.022733813,2.203240868,102,1.047769784,8022
1,261,4240,1.134669811,547,2.908962264,18.43295019,208,0.061556604,4811
1,812,3463,1.923765521,10778,6.026277794,8.204433498,56,0.234478776,6662
1,1367,4134,2.176826318,11023,2.500967586,6.58302853,64,0.330672472,8999
1,768,4053,1.006415001,642,1.419195658,5.311197917,66,0.189489267,4079
1,1728,4397,7.047077553,1454,12.51375938,17.93171296,1119,0.392995224,30986
1,909,3570,1.137815126,1693,1.337815126,4.468646865,212,0.254621849,4062
1,457,2678,8.923823749,14326,2.34540702,52.29321663,296,0.170649739,23898
1,1527,4379,33.95889472,8769,41.74149349,97.38441388,1510,0.348709751,148706
1,4885,4312,2.884276438,6008,1.538033395,2.545957011,272,1.132884972,12437
1,583,3323,1.117363828,10726,6.025278363,6.368782161,105,0.175443876,3713
1,230,3570,0.734733894,168,5.96302521,11.40434783,96,0.06442577,2623
1,3659,4404,2.136466848,2733,4.866485014,2.571467614,255,0.830835604,9409
1,1465,4389,2.03030303,8942,0.540214172,6.082593857,102,0.333789018,8911
1,1678,4371,0.894532144,2106,1.268130863,2.330154946,142,0.383893846,3910
1,1845,4424,41.75632911,1155,4.643987342,100.1246612,1996,0.4170434,184730
1,997,4618,2.170636639,5133,3.632308359,10.05416249,487,0.215894327,10024
1,1396,5092,0.369206599,4079,2.692262372,1.346704871,87,0.274155538,1880
1,974,3638,2.143485432,5701,0.564321056,8.006160164,206,0.267729522,7798
1,12134,4627,2.956559326,20676,41.70542468,1.127410582,628,2.622433542,13680
1,470,3940,0.498477157,3562,2.991878173,4.178723404,91,0.11928934,1964
1,1021,3794,0.702161307,11760,4.950448076,2.60920666,128,0.26910912,2664
1,1286,3424,11.50350467,34866,18.62675234,30.62830482,283,0.375584112,39388
1,876,4094,0.556179775,1003,1.510503175,2.599315068,125,0.213971666,2277
1,449,4085,42.52778458,200,1.479069767,386.9175947,955,0.109914321,173726
1,999,3326,28.40920024,297,1.368610944,94.58358358,1351,0.300360794,94489
1,4079,4383,3.571754506,2372,3.548026466,3.837950478,400,0.930641113,15655
1,510,2017,0.823004462,1552,0.647496282,3.254901961,75,0.252850768,1660
1,1525,4664,1.797813036,14713,3.257933105,5.498360656,284,0.326972556,8385
1,609,4410,14.35600907,10329,10.00589569,103.9573071,892,0.138095238,63310
1,47683,2864,93.70705307,58152,4.939594972,5.628358115,281,16.64909218,268377
1,1443,4454,167.1899416,380,4.313875168,516.0526681,2652,0.323978446,744664
1,23738,3457,7.186577958,3564,5.570147527,1.046591962,296,6.866647382,24844
1,2823,4373,0.723759433,14966,2.131260005,1.121147715,127,0.645552252,3165
1,1436,3071,3.840117226,46907,3.760013025,8.212395543,130,0.46760013,11793
1,1127,5126,3248.330667,1235,54.22317597,14774.57232,112295,0.21985954,16650943
1,1384,4438,8.309148265,20312,6.786615593,26.64450867,621,0.311852186,36876
1,722,3122,0.426008969,2385,1.442985266,1.842105263,35,0.231262012,1330
1,107,3620,24.53425414,1108,1.255524862,830.0373832,930,0.029558011,88814
1,110,3754,1.348161961,1800,1.97469366,46.00909091,96,0.029302078,5061
1,326,1690,0.315976331,6600,0.9,1.63803681,15,0.192899408,534
1,1061,3850,555.7283117,21,11.17246753,2016.544769,13312,0.275584416,2139554
1,685,4375,1.365257143,4765,5.488228571,8.719708029,158,0.156571429,5973
1,230,4175,1.108742515,1436,0.62251497,20.12608696,78,0.05508982,4629
1,1879,4411,3.266606212,4651,1.705735661,7.66844066,359,0.425980503,14409
1,1043,4456,42.8790395,18065,11.3179982,183.1917546,4986,0.234066427,191069
1,2067,3000,1.408666667,9170,4.652,2.04450895,184,0.689,4226
1,4397,4721,2.285532726,4527,6.273035374,2.453945872,562,0.931370472,10790
1,1215,4520,1.044026549,3567,1.049778761,3.883950617,221,0.26880531,4719
1,2806,4065,23.11119311,1810,38.67749077,33.48075552,2578,0.690282903,93947
1,3586,4609,1.028422651,31695,5.220438273,1.321807027,129,0.778042959,4740
1,568,3611,4.314040432,11748,1.970922182,27.42605634,119,0.157297148,15578
1,448,4198,0.321105288,1467,2.185088137,3.008928571,70,0.106717485,1348
1,466,2975,0.511932773,67,0.066218487,3.268240343,35,0.156638655,1523
1,937,2638,0.328658074,9465,2.39727066,0.92529349,26,0.355193328,867
1,811,4402,14.00363471,2907,1.909586552,76.00986436,1542,0.184234439,61644
1,1873,4627,17.15539226,13378,9.517397882,42.38013881,2695,0.404797925,79378
1,1519,4697,1.38045561,7266,6.429635938,4.268597762,170,0.323397914,6484
1,3329,4550,2.217362637,24201,8.452527473,3.030639832,303,0.731648352,10089
1,941,4313,0.779040111,354,1.058891723,3.570669501,223,0.218177603,3360
1,22593,5263,9.000950029,12468,26.53771613,2.096755632,4370,4.292798784,47372
1,1847,2700,1.806666667,11568,3.081851852,2.641039524,207,0.684074074,4878
1,1081,3432,1.34032634,797,2.013986014,4.255319149,67,0.31497669,4600
1,242,4263,21.29533193,15077,7.697865353,375.1322314,609,0.056767535,90782
1,1209,5129,296.3382726,2800,54.16104504,1257.170389,11866,0.235718464,1519919
1,1180,2903,12.70857733,10007,11.56906648,31.26525424,786,0.406476059,36893
1,1983,3575,2.724755245,5925,4.51972028,4.91225416,128,0.554685315,9741
1,1637,4325,0.748439306,26509,2.997687861,1.977397679,71,0.37849711,3237
1,290,2874,18.93215031,2343,1.491301322,187.6241379,462,0.100904662,54411
1,2703,4401,3.90797546,53225,6.412633492,6.362930078,229,0.614178596,17199
1,11194,4416,444.7869112,4176,32.5767663,175.4671252,17833,2.534873188,1964179
1,152,3714,0.692514809,558,0.397145934,16.92105263,42,0.040926225,2572
1,4827,2660,2.668421053,47940,11.47330827,1.470478558,180,1.814661654,7098
1,1685,3367,83.90674191,26086,7.836055836,167.664095,3044,0.5004455,282514
1,464,3209,7.569647865,16436,4.90370832,52.3512931,191,0.144593331,24291
1,225,2783,49.79410708,99668,25.29213079,615.8977778,1153,0.080848006,138577
1,1399,4379,0.387303037,3627,0.699474766,1.212294496,79,0.319479333,1696
1,262,2567,22.928321,3292,7.888585898,224.6450382,482,0.102064667,58857
1,423,2945,9.94533107,20513,19.49847199,69.24113475,259,0.143633277,29289
1,260,3420,4.752339181,6119,3.29619883,62.51153846,304,0.076023392,16253
1,1857,4332,1.322253001,12119,4.368882733,3.084544965,141,0.42867036,5728
1,1053,3690,5.275609756,1173,5.571815718,18.48717949,644,0.285365854,19467
1,485,3159,4.125989237,6991,2.182652738,26.8742268,289,0.153529598,13034
1,8301,3052,20.90039318,8872,7.599279161,7.684375376,768,2.719855832,63788
1,682,3973,0.677825321,2263,4.164862824,3.948680352,86,0.171658696,2693
1,409,3823,5.64111954,393,8.409887523,52.72860636,323,0.106984044,21566
1,4640,4711,4.277435789,1459,5.302059011,4.342887931,505,0.98492889,20151
1,122,5298,0.605322763,8901,2.867308418,26.28688525,145,0.023027558,3207
1,994,4284,1.949813259,333,40.85644258,8.403420523,426,0.232026144,8353
1,569,4170,3.911031175,115,14.57002398,28.66256591,721,0.136450839,16309
1,729,4397,2.209915852,3740,10.16215602,13.32921811,417,0.16579486,9717
1,749,3691,1.660525603,2012,3.475480899,8.182910547,193,0.202926036,6129
1,2264,3918,12.07503828,8759,6.202909648,20.89664311,1381,0.57784584,47310
1,1610,4012,0.868394816,848,0.832003988,2.163975155,238,0.401296112,3484
1,1008,4030,1.739950372,10859,0.735483871,6.956349206,33,0.250124069,7012
1,771,4479,298.6459031,3952,3.962045099,1734.935149,9907,0.172136638,1337635
1,4694,4374,17.3783722,2825,10.1129401,16.19365147,2420,1.073159579,76013
1,1121,2728,2.903592375,7969,4.875,7.066012489,299,0.410923754,7921
1,3512,4375,17.32205714,19863,2.725485714,21.5785877,209,0.802742857,75784
1,800,3480,1.447988506,6752,3.195689655,6.29875,41,0.229885057,5039
1,559,4577,0.594712694,29532,21.42123662,4.86940966,98,0.122132401,2722
1,16102,4418,14.09846084,36176,10.99162517,3.868277233,626,3.644635582,62287
1,1993,4500,1.014666667,4145,3.346,2.291018565,124,0.442888889,4566
1,535,2868,2.165271967,10257,3.4958159,11.60747664,90,0.186541144,6210
1,2976,3905,1.1815621,2669,2.602048656,1.550403226,198,0.762099872,4614
1,1496,4336,3.711023985,3497,7.3125,10.75601604,771,0.34501845,16091
1,2603,4589,1.109827849,7400,4.151449117,1.956588552,109,0.567225975,5093
1,1602,3732,2.88772776,8232,4.905412647,6.72721598,193,0.42926045,10777
1,1975,4345,3.046720368,2815,1.653164557,6.70278481,423,0.454545455,13238
1,6631,4480,9.865848214,23452,6.084598214,6.665510481,250,1.480133929,44199
1,8043,4338,1.225218995,246004,20.88404795,0.660823076,252,1.854080221,5315
1,4330,4648,50.96858864,6910,39.02388124,54.71177829,2852,0.931583477,236902
1,205,4967,264.1695188,2205,74.90356352,6400.634146,6972,0.041272398,1312130
1,4239,2725,1.495045872,4777,0.261284404,0.961075725,163,1.55559633,4074
1,461,4310,2.179814385,13247,1.881438515,20.37960954,724,0.106960557,9395
1,1017,4410,0.716553288,78,0.353287982,3.107177974,210,0.230612245,3160
1,510,3929,51.70806821,1669,47.82183762,398.354902,358,0.129804021,203161
1,3422,4480,1.652901786,24550,4.970535714,2.163939217,277,0.763839286,7405
1,1475,5111,0.425552729,16541,4.55038153,1.474576271,116,0.28859323,2175
1,821,4276,28.41253508,14626,4.665575304,147.9805116,2316,0.192001871,121492
1,2288,4369,14.93202106,1866,2.129549096,28.51311189,822,0.523689631,65238
1,1522,3536,1.023472851,970,1.696549774,2.377792378,159,0.430429864,3619
1,1492,2017,25.18988597,42849,18.7833416,34.0536193,463,0.739712444,50808
1,1646,3725,1.623087248,23302,3.03409396,3.673147023,194,0.441879195,6046
1,1112,3718,14.62318451,1194,25.41635288,48.89298561,130,0.29908553,54369
1,505,3665,1.796452933,3846,1.237107776,13.03762376,224,0.137789905,6584
1,985,2391,0.26348808,8425,1.937682978,0.639593909,22,0.411961522,630
1,3289,4278,4.603085554,40071,8.947639084,5.987230161,335,0.768817204,19692
1,404,4269,0.640196767,223,0.450222535,6.764851485,181,0.094635746,2733
1,138,4047,9.869532987,258,7.596244131,289.4347826,116,0.034099333,39942
1,8055,4462,146.3411026,29183,71.54056477,81.06443203,4898,1.805244285,652974
1,722,4386,4.116963064,8821,4.361833105,25.00969529,614,0.164614683,18057
1,353,3799,2.836535931,39610,3.498815478,30.52691218,81,0.092919189,10776
1,724,3987,30.79031854,39847,16.16202659,169.5593923,249,0.181590168,122761
1,3037,4365,0.819243986,29156,2.476059565,1.177477774,96,0.695761741,3576
1,1634,4902,1.532231742,15291,6.034475724,4.596695226,166,0.333333333,7511
1,456,3515,13.03385491,14547,9.582361309,100.4692982,136,0.12972973,45814
1,1046,4779,28.29880728,26930,12.34107554,129.292543,977,0.218874241,135240
1,4126,2269,5.985456148,7286,2.518730718,3.291565681,328,1.818422212,13581
1,3209,4205,1.643281807,1235,1.495600476,2.153318791,169,0.76313912,6910
1,1729,3700,1.728108108,11,2.115945946,3.698091382,182,0.467297297,6394
1,348,4161,0.089641913,166,0.250180245,1.07183908,20,0.083633742,373
1,684,4630,0.173866091,2689,1.237580994,1.176900585,27,0.147732181,805
1,2282,3246,4.564078866,3067,3.220579174,6.492112182,235,0.7030191,14815
1,1223,4081,0.63832394,2511,0.956628277,2.130008177,92,0.299681451,2605
1,2184,4781,3.217109391,631,2.750888935,7.042582418,710,0.456808199,15381
1,967,4507,204.2223208,20603,5.735744398,951.8407446,10227,0.214555136,920430
1,89,4033,13.17579965,1192,0.215720307,597.0561798,1019,0.022067939,53138
1,1641,4314,1.005099675,6820,0.784191006,2.642291286,132,0.38038943,4336
1,1686,4038,8.124566617,18140,6.084447746,19.45848161,138,0.417533432,32807
1,3331,4388,1.846171376,379,0.560164084,2.432002402,405,0.75911577,8101
1,75964,5027,35.05152178,3076,29.98348916,2.319572429,6261,15.11119952,176204
1,265,4400,85.90136364,3215,2.975909091,1426.286792,6281,0.060227273,377966
1,1261,4302,13.34309623,13379,1.105764761,45.52101507,985,0.293119479,57402
1,173,4731,7.591418305,53,5.754174593,207.6011561,774,0.036567322,35915
1,2340,4292,1.669384902,2952,5.849254427,3.061965812,346,0.545200373,7165
1,336,4278,3.497662459,1546,1.951145395,44.5327381,390,0.078541374,14963
1,1034,3420,2.133040936,210,2.157017544,7.055125725,88,0.302339181,7295
1,1097,1913,1.966544694,36716,20.46001045,3.42935278,69,0.573444851,3762
1,5949,4443,1.813639433,1332,0.906819716,1.354513364,165,1.338960162,8058
1,2370,3835,0.245110821,2022,0.613559322,0.396624473,16,0.617992177,940
1,435,3173,26.01323668,11379,5.439016703,189.7471264,284,0.137094233,82540
1,326,2258,36.12577502,92,6.040301151,250.2208589,109,0.144375554,81572
1,1859,5026,4.469757262,9144,15.58873856,12.08445401,258,0.369876641,22465
1,4687,4428,0.722448058,657,1.91395664,0.682526136,146,1.058491418,3199
1,346,4377,1.484121544,85593,26.07173863,18.77456647,231,0.079049577,6496
1,1398,2409,5.190120382,5585,1.485678705,8.943490701,186,0.580323786,12503
1,917,3426,11.91768827,11886,3.729422067,44.52562704,343,0.267659078,40830
1,1600,4676,156.4501711,185,14.32976903,457.225625,10957,0.342172797,731561
1,19413,4761,76.28250368,5503,9.375131275,18.70813372,7257,4.077504726,363181
1,610,3587,3.025369389,2809,1.531084472,17.79016393,321,0.170058545,10852
1,89,2317,1.008631852,3856,1.246870954,26.25842697,24,0.038411739,2337
1,1711,4179,2.618329744,5208,1.737257717,6.39509059,51,0.409428093,10942
1,5018,4074,0.739567992,1214,2.684339715,0.600438422,91,1.231713304,3013
1,1508,4446,1.582995951,640,4.855825461,4.667108753,339,0.339181287,7038
1,5348,3444,3.130371661,36070,12.5087108,2.015893792,439,1.552845528,10781
1,399,1295,9.305791506,113,1.528957529,30.20300752,73,0.308108108,12051
1,2274,4757,1.465629598,67276,9.259196973,3.065963061,402,0.478032373,6972
1,837,3931,0.52047825,1140,0.859832104,2.444444444,87,0.21292292,2046
1,1019,4293,0.726997438,402,2.523177265,3.062806673,65,0.237363149,3121
1,3959,4261,40.48439333,153,2.336775405,43.57261935,2735,0.929124619,172504
1,791,1379,0.727338651,3460,0.924583031,1.268015171,9,0.573604061,1003
1,654,3393,0.712643678,5033,0.079280872,3.697247706,30,0.192749779,2418
1,1386,4407,48.25187202,4291,2.988427502,153.4242424,3813,0.31449966,212646
1,563,3043,0.225764049,1478,1.528097272,1.220248668,31,0.185014788,687
1,17137,3931,41.2693971,8630,7.319511575,9.466651106,539,4.359450521,162230
1,460,4659,1.64048079,16172,5.950847821,16.61521739,55,0.098733634,7643
1,440,2195,1.630523918,4557,1.989977221,8.134090909,49,0.200455581,3579
1,974,3897,0.295868617,3466,0.791891198,1.183778234,41,0.249935848,1153
1,892,3889,1.586268964,45097,4.303934173,6.915919283,132,0.229364875,6169
1,1045,4642,9.80159414,14184,12.97759586,43.53971292,1359,0.225118483,45499
1,747,4552,0.449472759,1642,0.386643234,2.738955823,49,0.164103691,2046
1,1754,4053,41.63927955,85997,7.093017518,96.21664766,1763,0.432765852,168764
1,1892,3963,6.384052485,1559,3.884683321,13.37209302,871,0.477416099,25300
1,2911,4211,3.7440038,4917,1.194015673,5.416008245,113,0.69128473,15766
1,978,4409,0.777954185,6082,1.229757315,3.507157464,65,0.221819007,3430
1,1001,4320,0.562037037,8149,0.741203704,2.425574426,112,0.231712963,2428
1,443,3325,26.10075188,19553,0.783458647,195.9029345,595,0.133233083,86785
1,6159,4348,3.361775529,7640,2.231140754,2.373274882,138,1.416513339,14617
1,1000,4215,8.84223013,4181,1.642704626,37.27,626,0.237247924,37270
1,901,4613,3.89096033,13812,7.295252547,19.92119867,482,0.195317581,17949
1,974,5141,0.553977825,4172,5.908578098,2.924024641,125,0.189457304,2848
1,2004,3997,0.829121841,10707,7.651988992,1.653692615,90,0.501376032,3314
1,854,3997,2.627720791,8317,2.261195897,12.29859485,163,0.213660245,10503
1,683,4210,1.807125891,53483,10.0432304,11.13909224,262,0.162232779,7608
1,2279,3869,6.933833032,4077,2.616179891,11.77139096,403,0.589041096,26827
1,1193,4239,1.124557679,9229,4.377211607,3.995808885,117,0.281434301,4767
1,1422,3912,1.352505112,1387,1.507924335,3.720815752,198,0.363496933,5291
1,0,4307,0.595542141,2560,2.779428837,257472.0,110,0.0,2565
1,1567,4374,2.24256973,3329,1.86602652,6.259731972,447,0.358253315,9809
1,685,3926,0.29979623,1608,2.239684157,1.718248175,74,0.17447784,1177
1,3480,3913,1.428060312,3491,0.624073601,1.605747126,82,0.889343215,5588
1,3297,4599,0.32311372,4960,3.876712329,0.450712769,121,0.716894977,1486
1,655,3589,1.023683477,7406,3.906101978,5.609160305,51,0.18250209,3674
1,821,4386,0.216142271,501,0.173506612,1.154689403,36,0.187186503,948
1,4138,3731,4.250067006,51374,6.3728223,3.832044466,305,1.109086036,15857
1,798,4413,40.08905506,8615,13.14638568,221.6954887,6357,0.180829368,176913
1,3314,4883,0.378046283,9432,2.557853778,0.557030779,63,0.678681139,1846
1,379,3871,0.669077758,1206,0.593128391,6.833773087,59,0.097907517,2590
1,1649,4401,0.583958191,18631,3.894569416,1.558520315,59,0.374687571,2570
1,4236,3786,1.323560486,4987,2.580295827,1.182955619,196,1.118858954,5011
1,748,3263,2.630707937,1590,1.708243947,11.47593583,252,0.229236899,8584
1,285,3112,3.213046272,803,0.209832905,35.08421053,86,0.091580977,9999
1,680,3536,8.106052036,3432,3.398472851,42.15147059,519,0.192307692,28663
1,1892,4466,0.455217197,13163,4.315718764,1.074524313,78,0.42364532,2033
1,3678,4593,31.47659482,1061,36.07054213,39.30723219,2925,0.800783801,144572
1,820,4428,22.64159892,214,8.968383017,122.2646341,1029,0.185185185,100257
1,1184,2064,4.729166667,4057,4.750968992,8.244087838,43,0.573643411,9761
1,465,4577,58.41358969,2765,56.52108368,574.9655914,2896,0.101594931,267359
1,1385,3387,2.931798051,1479,5.686448184,7.16967509,220,0.408916445,9930
1,2400,4168,1.268474088,2112,2.417466411,2.202916667,47,0.575815739,5287
1,483,3247,1.011087157,3031,5.130582076,6.797101449,137,0.148752695,3283
1,2201,4424,3.141048825,81761,6.813065099,6.313493866,191,0.497513562,13896
1,1609,4644,0.593453919,13558,3.502583979,1.712865134,48,0.346468562,2756
1,1292,3778,1.168078348,5093,1.997088407,3.415634675,86,0.341979884,4413
1,301,2000,37.7205,5626,0.404,250.6345515,462,0.1505,75441
1,209,1546,162.4340233,5685,2.655886158,1201.545455,1301,0.135187581,251123
1,4586,4600,13.90521739,16692,2.046086957,13.94766681,1325,0.996956522,63964
1,1728,2933,3.572451415,5545,1.023184453,6.063657407,80,0.589157859,10478
1,3057,4400,2.274772727,2724,0.927954545,3.274124959,722,0.694772727,10009
1,293,4495,13.4785317,818,6.373971079,206.778157,657,0.065183537,60586
1,2011,5139,78.05176104,46251,36.23992995,199.4569866,3529,0.391321269,401108
1,1838,4336,4.290359779,8268,2.968865314,10.12132753,340,0.423892989,18603
1,478,4710,4.469002123,6667,1.930785563,44.03556485,317,0.1014862,21049
1,34097,4562,7.501753617,10728,5.277509864,1.00369534,1173,7.474134152,34223
1,999,5200,36.51711538,80659,12.11365385,190.0790791,8457,0.192115385,189889
1,3672,4436,3.487826871,2875,13.14269612,4.213507625,587,0.827772768,15472
1,648,4625,26.65340541,10973,35.28302703,190.2345679,1770,0.140108108,123272
1,3581,3927,9.119174943,4459,2.574738987,10.00027925,288,0.91189203,35811
1,1212,4428,1.147244806,18150,5.253613369,4.191419142,98,0.273712737,5080
1,582,3956,4.674418605,30920,2.295500506,31.77319588,219,0.147118301,18492
1,4175,4448,4.603866906,25216,4.407149281,4.90491018,685,0.938624101,20478
